url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,phishing
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
69,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
56,2,1,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
24,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
94,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
100,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,2,1,0,1,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
273,16,0,0,3,1,10,1,9,0,0,0,0,0,0,0,0,1,0,1
115,5,1,2,8,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
72,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,3,1,1,8,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
206,4,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
73,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,3,2,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1
79,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
45,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
43,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1
52,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
283,17,1,0,4,1,8,0,11,0,0,0,0,0,0,0,0,0,1,1
51,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,1,0,7,0,4,0,1,0,0,0,1,0,0,0,0,0,-1,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
98,4,1,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,3,10,9,3,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1
68,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
238,2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
64,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
46,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
62,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,2,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
61,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
78,3,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,8,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,5,0,1
24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4,1,2,8,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1
26,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
